mr,ref,group
racket_big,hm this one is just the big tennis racket in the middle,10
yellowrhino_big,okay I have a golden rhinoceros,10
lamb_big;knee_small,I have a little sheep and then a knee with a arrow pointing to it,10
yellowrhino_big;ruler_small,I have the rhinoceros again and a ruler on the right corner,10
yellowrhino_big;ear_small,I have the rhinoceros again and then a ear on the right corner,10
yellowrhino_big;owl_small,I have the rhinoceros again and an owl on the left corner,10
yellowrhino_big;owl_small;ear_small,I have the rhinoceros again with a owl and a ear,10
lamb_big;windmill_small;llama_small,I have the sheep and then I have um this black like it's not a llama but it's some,10
yellowrhino_big;owl_small;ruler_small,okay I have the rhinoceros the owl and the ruler,10
yellowrhino_big;owl_small;ear_middle;ruler_small,I have the rhinoceros owl ear and ruler,10
lamb_big;lawnmower_small;arrow_middle;nun_small,I have the sheep a lawnmower arrow and a praying nun,10
bluelion_big,okay I'm looking at a big blue lion,10
airplane_big,I have a red airplane,10
airplane_big,oh red airplane,10
yellowlion_big,okay I have the golden lion,10
bluelion_big;lemon_small,okay I have a big blue lion and a lemon in the lower left,10
yellowlion_big;bluemoon_small,I have the uh yellow lion again and then I have a blue crescent moon on the bottom,10
bluelion_big;iron_small,I've a big blue lion with an iron in the lower right,10
yellowlion_big;lemon_small,I have the lion again and then I have a lemon at the bottom,10
yellowlion_big;lemon_small,um here's a yellow lion,10
bluelion_big;alien_small,okay I have a blue lion and then the extraterrestrial at the lower right corner,10
alien_big;eye_small,I have the alien with an eye in the lower right corner,10
yellowlion_big;bluemoon_small;iron_small,okay I have the big yellow lion blue crescent moon and a iron,10
bluelion_big;lemon_small;yellowmoon_small,okay I have a big blue lion with a lemon on the left corner and a yellow moon in the right corner,10
bluelion_big;lemon_small;yellowmoon_small,okay I uh have the card that you just described to me,10
pineapple_big;sock_small,I'm looking at a pineapple with a black sock in the lower right corner,10
nail_big;lime_small;money_small,okay I have a big nail um a lemon without the leaves and then a stack of coins and dollars,10
bluelion_big;lemon_small;iron_small,um I have big blue lion with a lemon in the lower left and an iron in the lower right,10
yellowlion_big;lemon_small;money_small,okay I have a yellow lion and I have the lemon with the green leaves and I have um the stack of coins and dollars,10
nail_big;lime_small;money_small,okay this one is a big nail with a lime it looks like on the left and then money on the right,10
yellowlion_big;lime_small;lemon_middle;yellowmoon_small,okay I have um the yellow lion the lime the lemon and a yellow crescent moon,10
bluelion_big;bluemoon_small;lemon_middle;iron_small,um I've a blue lion with a blue crescent moon a lemon and an iron,10
bluelion_big;lemon_small;yellowmoon_small,okay I have the blue lion with the lemon and the yellow crescent moon,10
bluelion_big;lemon_small,oh it had an iron on it um I've a big blue lion with a lemon in the left corner,10
yellowlion_big;bluemoon_small,okay I have the yellow lion with a blue crescent moon,10
bluemermaid_big;arm_small,mm am I supposed to describe to you because I can't flip through mine no that's okay um the one that I have is a blue mermaid with an arm,10
mime_big;onion_small,and this one's a mime with an onion in the lower right,10
bluemermaid_big;worm_small,um here's a blue mermaid with a worm in the lower right,10
onion_big;oreo_small,this is a big onion with an oreo in the lower right,10
yarn_big;bluemermaid_small,here's a big ball of yarn with a blue mermaid in the lower left,10
loom_big;lily_small,here's the weaving loom with the flower in the lower right,10
mm_big;whale_small,um the yellow M and M with a whale in the lower left,10
arm_big;lily_small,arm with a flower in the lower right,10
mirror_big;mm_small,and a mirror with the M and M in the lower right,10
yellowrhino_big;owl_small,okay I have the big yellow rhinoceros and the owl on the lower left corner,10
ear_big;yellowrhino_small,I've a big ear with a yellow rhinoceros in the lower corner okay,10
ruler_big;ear_small,okay I have a ruler and an ear on the lower right corner,10
ruler_big;one_small,I've a big ruler with the number one in the lower cor- right uh sorry left corner,10
zebra_big;toilet_small,I have a zebra and I have a toilet,10
sunflower_big;belt_small;microphone_small,um this one's a sunflower with a microphone in the lower left and a collar or like a belt actually in the lower right,10
lamb_big;knee_small,I have a sheep and a knee with an arrow pointing to it,10
windmill_big;knee_small,um this is a windmill and then a knee with an arrow pointing to it in the lower righ- uh left sorry,10
microphone_big;sunflower_small;belt_small,okay I have a microphone a sunflower and a belt or maybe it's that collar thing you described I think it's a belt thou mmhm,10
bluemailman_big;lawnmower_small,okay I have a blue mailman and then looks like a smurf and then a lawnmower in the lower left,10
lawnmower_big;nun_small,I have a lawnmower in the middle and a praying nun on the right,10
llama_big;limo_small,um here's a big b- llama figure like the black llama and then a limousine in the lower left,10
nun_big;strawberry_small,I have a praying nun and a strawberry,10
zebra_big;toilet_small,um I've a big zebra with a to- a toilet in the lower right okay,10
nail_big;owl_small,okay I have a nail and an owl,10
limo_big;nine_small,um I've a big limousine with the number nine in the right corner,10
lei_big;llama_small,I have a lei and the black llama,10
lamb_big;nail_small,um I have the big sheep and then a nail in the lower right corner,10
nun_big;lily_small,okay I've a praying nun and a white flower on the right corner,10
mirror_big;chair_small,I've a big mirror and then in the right corner like a office chair,10
lamb_big;nail_small,I have a sheep and a nail,10
lily_big;knee_small,I have a big flower and then the knee with an arrow pointing to it yeah,10
llama_big;limo_small,okay I have the black llama and the limo,10
lei_big;mirror_small,um I have a lei with the mirror in the lower left corner,10
bluelion_big;lemon_small;eye_small,I've got the big blue lion with the faded yellow lemon and an eye in the corners,11
iron_big;lime_small;nail_small,now I've got the very good I've got the big blue iron with the um lime that lime thing and a nail in the corners great,11
urn_big;bluemoon_small;yellowmoon_small,I've got the Greek ?- the Greek urn with the um crescent moon blue and yellow in the corners,11
iron_big;lime_small;nail_small,sh- oh that sounds good I've got the iron again with that lime and a nail,11
alien_big;yellowlion_small;money_small,I've got our extraterrestrial friend with the yellow lion and all that gold in the corners,11
bluelion_big;lemon_small;eye_small,now I've got the blue lion with the faded yellow lemon and the eyeball begin the eye the eyeballs the eye the eye eyeball,11
urn_big;bluemoon_small;yellowmoon_small,and I've got that Greek urn with the two crescent moons blue and yellow yes,11
alien_big;yellowlion_small;money_small,now I've got that extraterrestrial with the yellow lion and the money gosh you're fast we're going great,11
menorah_big;arrow_small;melon_small,now I've got the um I forgot what the the Jewish candelabra,11
menorah_big;arrow_small;melon_small,now I've got the menorah again with the arrow and the lemon uh the melon,11
bluemermaid_big;arm_small;onion_small,okay I have the uh the blue mermaid in the center,11
shoe_big;carrot_small;racket_small,and now I've got that shoe with the carrots and the tennis racket in the corners,11
shoe_big;carrot_small;racket_small,okay uh now I have the bowling shoe,11
mime_big;yarn_small;oreo_small,so you had the bowling shoe with what was in- on it,11
shoe_big;wine_small,um I have the bowling shoe with the bottle of wine,11
bluemermaid_big;arm_small;onion_small,okay I've got the blue mermaid with the um amputated arm and the or- and the- and the onion,11
sunflower_big;microphone_small;microphone_right,and I think it's a big sunflower in the center,11
shoe_big;kettle_small;wine_small,with the blue teapot and the wine glass and bottle of wine in the corner,11
shoe_big;carrot_small;racket_small,okay now I have uh the bowling shoe with the tennis racket and the carrots in the corners,11
mime_big;yarn_small;oreo_small,I've got our clown friend with a ball of yarn and a oreo in the corner,11
loom_big;whale_small;iron_small,I'm not sure and then there's a a whale and an iron the spindle's in the center the whale and the iron are on the,11
loom_big;whale_small;iron_small,with the whale and the iron yes yes perfect match yay,11
mm_big;one_small;nine_small,oh oh I have the um orange M and M in the center,11
shoe_big;sunflower_small;racket_small,now I've got the bowling shoe with the sunflower and the tennis racket so,11
mm_big;one_small;nine_small,and then I have another card with the big sunflower and two microphones,11
kettle_big;safetypin_small;racket_small,I've got the- I can explain two cards at once okay I've got two cards with that clown guy and the yarn and the oreo if you happen to have that,11
racket_big,oh now I just have the tennis racket,11
limo_big;mirror_small;worm_small,now I've got the- um the clown's still there two cards with the clown and the yarn and the oreo and a stretch limo with a mirror and that little worm,11
microphone_big;carrot_small;shoe_small,okay I still have the card with the M and M and the one and the nine and now I have another card with the bowling shoe,11
microphone_big;carrot_small,but now I've got the mic and the carrots the mic in the middle and the carrots in the corner,11
limo_big;mirror_small;worm_small,oh now I have the stretch limo in the center and the bookworm,11
airplane_big;yarn_small;oreo_small,so the clown and the oreo and the yarn are still there but there's also one with the with the jet plane and the yarn and the oreo,11
bluemermaid_big;arm_small;onion_small,okay now I still have the M and M with the one and the nine,11
racket_big,and then the plane the yarn and the oreo and the clown,11
yellowrhino_big,I have a card with a big yellow rhino,11
lamb_big;knee_small,now I have a card with uh the leg in the corner with the arrow pointing to the knee,11
yellowrhino_big;ruler_small,now I have um a big yellow rhino in the center and a ruler in the right hand corner,11
yellowrhino_big;ear_small,and now I have the big yellow rhino and an ear in the right hand corner,11
yellowrhino_big;owl_small,and the big r- yellow rhino again and this time an owl on a branch in the left hand corner,11
yellowrhino_big;owl_small;ear_small,uh the big yellow rhino front and center the owl on the branch in the left hand corner and the ear in the right hand corner,11
lamb_big;windmill_small;llama_small,uh now I have uh the baby sheep in the center,11
yellowrhino_big;owl_small;ruler_small,now I have uh the rhino in the center a ruler in the right hand corner and the owl on the left,11
yellowrhino_big;owl_small;ear_middle;ruler_small,and I have the rhino with the owl in the left the ear in the center and the ruler in the right,11
lamb_big;lawnmower_small;arrow_middle;nun_small,the nun praying in the right hand corner the arrow and the lawnmower,11
bluelion_big,um I have the blue lion by himself,11
airplane_big,okay now I have uh just the red airplane in the co- in the center by himself,11
airplane_big,I've got the red airplane,11
yellowlion_big,now I have the card with just the yellow lion in the center by himself,11
bluelion_big;lemon_small,I have the blue li- the blue lion once by himself and once with the lemon,11
yellowlion_big;bluemoon_small,okay um now I have the yellow lion in the center and the blue crescent moon in the left hand corner,11
bluelion_big;iron_small,I have the blue lion again once by himself and once with our iron,11
yellowlion_big;lemon_small,with the lemon in the left hand corner,11
yellowlion_big;lemon_small,so I have to pass now I have the yellow lion with the lemon hundred points hundred points,11
bluelion_big;alien_small,oh now I have the blue lion in the center with our little alien buddy in the right hand corner,11
alien_big;eye_small,I've got our alien with the eye in the corner,11
yellowlion_big;bluemoon_small;iron_small,oh now I have the yellow lion in the center,11
bluelion_big;lemon_small;yellowmoon_small,okay oh oh now I have the blue lion the yellow lemon and the yellow crescent moon is that what you said,11
bluelion_big;lemon_small;yellowmoon_small,oh now I have the blue lion in the center lemon in the l- left and the yellow crescent moon in the right,11
pineapple_big;sock_small,look at that three lions down there now I have our alien still there with the eye and the pineapple's there with the sock,11
nail_big;lime_small;money_small,okay now I have a big nail in the center,11
bluelion_big;lemon_small;iron_small,I've got the lion with the lemon and the iron blue lion,11
yellowlion_big;lemon_small;money_small,with the lemon in the left and a stack of money in the right,11
nail_big;lime_small;money_small,now I've got the nail with the um green lime and the money I still have the blue lion with the lemon and the iron and the pineapple and the sock,11
yellowlion_big;lime_small;lemon_middle;yellowmoon_small,with the lime on the left the lemon in the middle and the yellow crescent moon on the right,11
bluelion_big;bluemoon_small;lemon_middle;iron_small,oh with the blue crescent moon yellow lemon and the iron,11
bluelion_big;lemon_small;yellowmoon_small,with the lemon in the left and the yellow crescent moon in the right but I still also have a yellow lion with the lemon on the left and a stack of money on the right,11
bluelion_big;lemon_small,now I have our blue lion,11
yellowlion_big;bluemoon_small,oh now I just have the yellow lion with the blue crescent moon,11
bluemermaid_big;arm_small,describe it there's a mermaid with the amputated arm and she's off and running and she found it,11
mime_big;onion_small,there's the clown with the onion,11
bluemermaid_big;worm_small,the blue mermaid with the bookworm,11
onion_big;oreo_small,yucky right but oranges with- oranges with onion taste surprisingly good,11
yarn_big;bluemermaid_small,yarn and that little blue mermaid,11
loom_big;lily_small,oh wow a loom with the lily loom with the lily,11
mm_big;whale_small,yes M and M with a whale,11
arm_big;lily_small,big M and M little whale amputated arm with the lily gently reaching down,11
mirror_big;mm_small,mirror and the orange M and M yay,11
yellowrhino_big;owl_small,okay um I have a big yellow rhinoceros in the center and an owl on the left hand corner,11
ear_big;yellowrhino_small,now I've got the yellow rhinoceros with the big ear okey doke,11
ruler_big;ear_small,okay now I have a ear in the right hand corner and a big ruler front and center,11
ruler_big;one_small,yes good good good good? good? uu,11
zebra_big;toilet_small,front and center and a toilet bowl in the right hand corner,11
sunflower_big;belt_small;microphone_small,I have a big sunflower with a microphone and a belt nothing,11
lamb_big;knee_small,with the knee in the corner with the arrow pointing to the knee and I still have my zebra and toilet bowl,11
windmill_big;knee_small,um I've got the knee with the windmill on one card and the sunflower mic and belt okay,11
microphone_big;sunflower_small;belt_small,oh I have uh the big mic front and center with the sunflower and the belt,11
bluemailman_big;lawnmower_small,good good now I've got um oh a new person a little happy blue mailman with a blue lawnmower,11
lawnmower_big;nun_small,oh now I have the big blue lawnmower in the center and the nun praying on the right hand corner,11
llama_big;limo_small,mm I've got the llama big llama with the little stretch limo llama limo and the mailman and lawnmower might as well okay,11
nun_big;strawberry_small,um now I have a the big nun praying front and center and a little strawberry in the right,11
zebra_big;toilet_small,I've got the zebra and the toilet bowl do you still have it yes yes she does yes,11
nail_big;owl_small,okay now I have the big nail in the center and the little owl in the left hand corner,11
limo_big;nine_small,I've got a big stretch limo and the number nine,11
lei_big;llama_small,oh now I have a little llama in the left hand corner,11
lamb_big;nail_small,um n- I new- I now have that lamb with the nail big little lamb little nail,11
nun_big;lily_small,okay now I have the big nun praying but this time it's the lily in the right hand corner,11
mirror_big;chair_small,now I've got the mirror with the blue task chair the mailm- now- so- yeah the mirror with the task chair but,11
lamb_big;nail_small,and the nail in the right corner,11
lily_big;knee_small,I've got the stretch limo and the nine the mirror in the-,11
llama_big;limo_small,oh now I have the big llama front and cem- center with the limo in the left hand corner,11
lei_big;mirror_small,uh I've got the lei with the mirror,11
bluelion_big;lemon_small;eye_small,okay um so there's a there's a a blue lion on the top there's a lemon on the bottom left and a um eye on the bottom right,12
iron_big;lime_small;nail_small,there's an iron on the top um lime on the bottom left and a um and a nail on the bottom right,12
urn_big;bluemoon_small;yellowmoon_small,uh there's like this Grecian urn on the top and a a- um blue crescent moon on the bottom left and a yellow crescent moon on the bottom right,12
iron_big;lime_small;nail_small,there's a um there's a iron on the top lime on the bottom left um nail on the bottom right,12
alien_big;yellowlion_small;money_small,alien on the top yellow lion on the bottom left and money on the bottom right,12
bluelion_big;lemon_small;eye_small,blue lion on the top um lemon on the bottom left an eye on the bottom right,12
urn_big;bluemoon_small;yellowmoon_small,Grecian urn on the top blue cres- crescent moon on the bottom left and yellow crescent moon on the bottom right,12
alien_big;yellowlion_small;money_small,alien on the top yellow lion on the left on the bottom left and uh money on the bottom right,12
menorah_big;arrow_small;melon_small,um menorah on the top uh arrow on the bottom left and um cantaloupe on the bottom right,12
menorah_big;arrow_small;melon_small,um same thing menorah on the top arrow on the bottom left cantaloupe on the bottom right,12
bluemermaid_big;arm_small;onion_small,okay so I don't know you- you might just have to pass uh but I have a a card with a blue mermaid on top,12
shoe_big;carrot_small;racket_small,uh bowling shoe on the top carrots in the bottom left tennis on the bottom tennis racket on the bottom right,12
shoe_big;carrot_small;racket_small,carrots on the lower left and a racket on the lower right so I think that's what you just had right yeah yeah,12
mime_big;yarn_small;oreo_small,there's a mime on the top um um ball of yarn on the bottom left oreo cookie on the bottom right,12
shoe_big;wine_small,and on the lower right a a bottle of wine and a glass half full of wine,12
bluemermaid_big;arm_small;onion_small,uh blue mermaid on top um arm on the bottom left and onion on the bottom right,12
sunflower_big;microphone_small;microphone_right,okay I have a sunflower on the top and on the lower left and lower right uh microphones,12
shoe_big;kettle_small;wine_small,uh bowling shoe on the top uh kettle on the bottom left and wine and glass half full on the bottom right,12
shoe_big;carrot_small;racket_small,alright so I have again now a bowling shoe with carrots on the lower left and a racket on the lower right,12
mime_big;yarn_small;oreo_small,um another mime on the top um uh ball of yarn in the bottom left an oreo cookie on the bottom right,12
loom_big;whale_small;iron_small,alright I have um a loom on the top uh a whale on the lower left and an iron on the lower right,12
loom_big;whale_small;iron_small,yeah I don't have anything like that alright I got a I got a l- loom on the top a whale on the bottom left and iron on the bottom right,12
mm_big;one_small;nine_small,in the lower left the number one in the lower right the number nine,12
shoe_big;sunflower_small;racket_small,okay so I got this um bowling shoe on the top um sunflower on the bottom left and a racket on the bottom right totally,12
mm_big;one_small;nine_small,uh I again have the same that I had last time which is uh an M and M man on top the number one and the number nine on the lower left and lower right okay,12
kettle_big;safetypin_small;racket_small,okay kettle on the top uh safety pin on the bottom left and racket on the bottom right,12
racket_big,alright I have uh and you can have I guess three cards face up by the way because I just lost uh my sunflower with two microphones,12
limo_big;mirror_small;worm_small,alright um so we got this limo on the top mirror on the bottom left and a snake on the bottom right,12
microphone_big;carrot_small;shoe_small,oh I forgot to pass okay there we go okay so I lost my other M and M dude but that's okay I have a uh a microphone on top carrots on the lower left and a shoe on the r- lower right,12
microphone_big;carrot_small,it's like a microphone on the top and uh carrots on the bottom left,12
limo_big;mirror_small;worm_small,a a picture frame on the lower left and a not a snake but a worm on the lower right er maybe,12
airplane_big;yarn_small;oreo_small,so I got outline of a airplane on the top um ball of yarn on the bottom left and oreo cookie on the bottom right,12
bluemermaid_big;arm_small;onion_small,okay I have a uh a mermaid on top,12
racket_big,I just got a big racket,12
yellowrhino_big,alright I have a picture of a yellow rhinoceros on top of the card with nothing else on it,12
lamb_big;knee_small,I have a picture of a lamb on top and a arrow pointing to a boys knee on the lower left,12
yellowrhino_big;ruler_small,and a ruler on the lower right nothing on the lower left,12
yellowrhino_big;ear_small,uh I have a yellow rhinoceros on top with a human ear on the lower right nothing on the lower left,12
yellowrhino_big;owl_small,and a- a- a- an owl on the lower left nothing on the lower right,12
yellowrhino_big;owl_small;ear_small,oh okay now I have a yellow rhinoceros on top an owl on the lower left and a human ear on the lower right,12
lamb_big;windmill_small;llama_small,okay now I have a lamb on top uh outline of a llama on the lower left and a sort of gray windmill on the lower right,12
yellowrhino_big;owl_small;ruler_small,I have a yellow rhinoceros on top uh an owl on the lower left and a ruler on the lower right,12
yellowrhino_big;owl_small;ear_middle;ruler_small,alright now I have a yellow rhinoceros uh owl human ear ruler,12
lamb_big;lawnmower_small;arrow_middle;nun_small,and now a lamb with a blue lawnmower an arrow and a praying nun,12
bluelion_big,alright so we got a um we have a blue lion on the card,12
airplane_big,alright on mine I have um just a red outline of an airplane nothing else,12
airplane_big,yeah um a- red outline of an airplane,12
yellowlion_big,think we should try to get airplanes I have a um yellow lion on top with nothing else,12
bluelion_big;lemon_small,okay blue lion on the top and um lemon on the bottom left,12
yellowlion_big;bluemoon_small,I've a yellow lion on top with a blue uh half moon on the lower left with nothing else,12
bluelion_big;iron_small,blue lion on the top and iron on the bottom right,12
yellowlion_big;lemon_small,yellow lion on top with a lime on the lower left,12
yellowlion_big;lemon_small,so um I got a yellow lion on the top and lemon on the bottom left,12
bluelion_big;alien_small,yeah I don't know I mean I I don't know uh I th- because ?- I think with just the blue lions it's what forty points oh it's twenty points,12
alien_big;eye_small,okay uh I got an alien on the top and eye on the bottom right,12
yellowlion_big;bluemoon_small;iron_small,so now I have a picture of a yellow lion with a blue moon on the left and an iron on the right,12
bluelion_big;lemon_small;yellowmoon_small,okay so we got a blue lion on the top and a lemon on the bottom left and a uh yellow crescent moon on the bottom right,12
bluelion_big;lemon_small;yellowmoon_small,with a lemon in the lower left and a yellow moon in the lower right,12
pineapple_big;sock_small,uh pineapple up on top and sock on the bottom right,12
nail_big;lime_small;money_small,okay I have a nail on top with a lime in the lower left and money on the lower right,12
bluelion_big;lemon_small;iron_small,um so I got a blue lion on top and um and a lemon on the bottom left and an iron on the bottom right,12
yellowlion_big;lemon_small;money_small,uh okay so this time I have a yellow lion on top with a lemon on the left and a- a pile of money on the right okay,12
nail_big;lime_small;money_small,I got a nail on the top lime on the bottom left money on the bottom right okay hm,12
yellowlion_big;lime_small;lemon_middle;yellowmoon_small,lime lemon and a yellow moon from left to right on the bottom okay,12
bluelion_big;bluemoon_small;lemon_middle;iron_small,so I got a- a b- blue lion up on top um b- blue crescent moon um lemon and iron,12
bluelion_big;lemon_small;yellowmoon_small,alright how unfortunate I have a uh I think a a blue lion on top with a lemon on the lower left and a yellow crescent moon on the lower right yeah yeah I think we should,12
bluelion_big;lemon_small,I got a blue lion on top and a lemon on the bottom left,12
yellowlion_big;bluemoon_small,so potential payoff that's pretty good ah ok- unfortunately I have a yellow lion on top with a blue uh crescent moon on the lower left okay shoulda taken it,12
bluemermaid_big;arm_small,okay uh I have a um blue mermaid on top and a a human arm on the bottom left,12
mime_big;onion_small,um I got a mime on top and an onion on the bottom right,12
bluemermaid_big;worm_small,blue mermaid on top and snake on the bottom right,12
onion_big;oreo_small,okay it's a worm um see a uh an onion on top and a oreo cookie on the bottom right,12
yarn_big;bluemermaid_small,ball of yarn on top and blue mermaid on bottom left,12
loom_big;lily_small,uh a loom on top orchid on the bottom right,12
mm_big;whale_small,uh M a- yellow M and M guy on top uh whale on the bottom left,12
arm_big;lily_small,um a arm on top and orchid on bottom right,12
mirror_big;mm_small,a mirror on top a orangish M and M guy on the bottom right,12
yellowrhino_big;owl_small,okay uh so I'm looking at a yellow rhinoceros on top with an owl on the lower left,12
ear_big;yellowrhino_small,ear on top yellow rhinoceros on the bottom left,12
ruler_big;ear_small,I have a ruler on top with an ear on the lower right,12
ruler_big;one_small,I got a ruler on top and a one on the bottom left,12
zebra_big;toilet_small,alright so I have a zebra on top with a toilet in the lower right,12
sunflower_big;belt_small;microphone_small,sunflower on top microphone on the bottom left and a belt on the bottom right,12
lamb_big;knee_small,I have a lamb on top and uh an arrow pointing to a boys knee on the lower left,12
windmill_big;knee_small,um so I got a- a gray windmill on the top and a knee on the bottom left,12
microphone_big;sunflower_small;belt_small,okay uh I think you might have this one I have a microphone on top the sunflower on the lower left and a belt on the lower right oh not in that order,12
bluemailman_big;lawnmower_small,and a and a lawnmower on the bottom left,12
lawnmower_big;nun_small,okay so now I have a blue lawnmower on top with a praying nun in the lower right and you said you just had a blue lawnmower,12
llama_big;limo_small,um oh jeez okay so I got a llama on the top a- a black llama on the top and a uh limo on the bottom left,12
nun_big;strawberry_small,okay so I have a praying nun on top with a strawberry in the lower right,12
zebra_big;toilet_small,okay um so we got a we got a zebra on the top and a toilet on the bottom right,12
nail_big;owl_small,alright so I have a- a a nail on top with an owl in the lower left,12
limo_big;nine_small,okay I got a um I got a limo on top and a nine on the bottom right,12
lei_big;llama_small,okay so I have now a- a lei with a llama on the lower left you know like a flower necklace thing and,12
lamb_big;nail_small,okay so we got a lamb on the top and a um and a nail on the bottom right,12
nun_big;lily_small,alright uh I have now a nun praying nun on the top with a uh maybe an orchid in the lower right or a flower in the lower right,12
mirror_big;chair_small,um mirror of the top and chair on the bottom right,12
lamb_big;nail_small,okay so I have a lamb on top and a nail in the lower right,12
lily_big;knee_small,uh big orchid on top knee on the bottom left,12
llama_big;limo_small,alright I have a big llama on top and a limo in the lower left I think you have a,12
lei_big;mirror_small,right big lei on the top,12
